No,time,src_ip,dst_ip,src_mac,dst_mac,protocol,src_port,dst_port,eth_type,flag,frame_len,Src_host_count,Src_ARP_count,Src_ICMP_count,Src_IGMP_count,Src_TCP_count,Src_UDP_count,diff_proto_rate,Diff_dest_port,TCP,UDP,ICMP,IGMP,ARP,label
11982,"Jun 14, 2022 21:36:52.014129000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5485,1228,1449,1449,2808,0,3,15,1,0,0,0,0,0
11983,"Jun 14, 2022 21:36:52.212952000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1315,16,165,165,220,901,5,2,1,0,0,0,0,0
11984,"Jun 14, 2022 21:36:52.212969000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5486,1228,1449,1449,2809,0,3,15,1,0,0,0,0,0
11985,"Jun 14, 2022 21:36:52.412851000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1316,16,165,165,221,901,5,2,1,0,0,0,0,0
11986,"Jun 14, 2022 21:36:52.412865000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5487,1228,1449,1449,2810,0,3,15,1,0,0,0,0,0
11987,"Jun 14, 2022 21:36:52.612852000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1317,16,165,165,222,901,5,2,1,0,0,0,0,0
11988,"Jun 14, 2022 21:36:52.612866000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5488,1228,1449,1449,2811,0,3,15,1,0,0,0,0,0
11989,"Jun 14, 2022 21:36:52.812851000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1318,16,165,165,223,901,5,2,1,0,0,0,0,0
11990,"Jun 14, 2022 21:36:52.812865000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5489,1228,1449,1449,2812,0,3,15,1,0,0,0,0,0
11991,"Jun 14, 2022 21:36:53.012849000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1319,16,165,165,224,901,5,2,1,0,0,0,0,0
11992,"Jun 14, 2022 21:36:53.012864000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5490,1228,1449,1449,2813,0,3,15,1,0,0,0,0,0
11993,"Jun 14, 2022 21:36:53.212858000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1320,16,165,165,225,901,5,2,1,0,0,0,0,0
11994,"Jun 14, 2022 21:36:53.212886000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5491,1228,1449,1449,2814,0,3,15,1,0,0,0,0,0
11995,"Jun 14, 2022 21:36:53.412857000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1321,16,165,165,226,901,5,2,1,0,0,0,0,0
11996,"Jun 14, 2022 21:36:53.412872000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5492,1228,1449,1449,2815,0,3,15,1,0,0,0,0,0
11997,"Jun 14, 2022 21:36:53.612856000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1322,16,165,165,227,901,5,2,1,0,0,0,0,0
11998,"Jun 14, 2022 21:36:53.612870000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5493,1228,1449,1449,2816,0,3,15,1,0,0,0,0,0
11999,"Jun 14, 2022 21:36:53.812855000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1323,16,165,165,228,901,5,2,1,0,0,0,0,0
12000,"Jun 14, 2022 21:36:53.812870000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5494,1228,1449,1449,2817,0,3,15,1,0,0,0,0,0
12001,"Jun 14, 2022 21:36:54.012861000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1324,16,165,165,229,901,5,2,1,0,0,0,0,0
12002,"Jun 14, 2022 21:36:54.012882000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5495,1228,1449,1449,2818,0,3,15,1,0,0,0,0,0
12003,"Jun 14, 2022 21:36:54.212858000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1325,16,165,165,230,901,5,2,1,0,0,0,0,0
12004,"Jun 14, 2022 21:36:54.212873000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5496,1228,1449,1449,2819,0,3,15,1,0,0,0,0,0
12005,"Jun 14, 2022 21:36:54.412856000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1326,16,165,165,231,901,5,2,1,0,0,0,0,0
12006,"Jun 14, 2022 21:36:54.412870000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5497,1228,1449,1449,2820,0,3,15,1,0,0,0,0,0
12007,"Jun 14, 2022 21:36:54.612855000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1327,16,165,165,232,901,5,2,1,0,0,0,0,0
12008,"Jun 14, 2022 21:36:54.612870000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5498,1228,1449,1449,2821,0,3,15,1,0,0,0,0,0
12009,"Jun 14, 2022 21:36:54.812855000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1328,16,165,165,233,901,5,2,1,0,0,0,0,0
12010,"Jun 14, 2022 21:36:54.812871000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5499,1228,1449,1449,2822,0,3,15,1,0,0,0,0,0
12011,"Jun 14, 2022 21:36:55.012853000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1329,16,165,165,234,901,5,2,1,0,0,0,0,0
12012,"Jun 14, 2022 21:36:55.012867000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5500,1228,1449,1449,2823,0,3,15,1,0,0,0,0,0
12013,"Jun 14, 2022 21:36:55.212891000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1330,16,165,165,235,901,5,2,1,0,0,0,0,0
12014,"Jun 14, 2022 21:36:55.212907000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5501,1228,1449,1449,2824,0,3,15,1,0,0,0,0,0
12015,"Jun 14, 2022 21:36:55.412891000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1331,16,165,165,236,901,5,2,1,0,0,0,0,0
12016,"Jun 14, 2022 21:36:55.412905000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5502,1228,1449,1449,2825,0,3,15,1,0,0,0,0,0
12017,"Jun 14, 2022 21:36:55.612891000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1332,16,165,165,237,901,5,2,1,0,0,0,0,0
12018,"Jun 14, 2022 21:36:55.612906000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5503,1228,1449,1449,2826,0,3,15,1,0,0,0,0,0
12019,"Jun 14, 2022 21:36:55.812890000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1333,16,165,165,238,901,5,2,1,0,0,0,0,0
12020,"Jun 14, 2022 21:36:55.812918000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5504,1228,1449,1449,2827,0,3,15,1,0,0,0,0,0
12021,"Jun 14, 2022 21:36:56.012890000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1334,16,165,165,239,901,5,2,1,0,0,0,0,0
12022,"Jun 14, 2022 21:36:56.012903000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5505,1228,1449,1449,2828,0,3,15,1,0,0,0,0,0
12023,"Jun 14, 2022 21:36:56.212893000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1335,16,165,165,240,901,5,2,1,0,0,0,0,0
12024,"Jun 14, 2022 21:36:56.212909000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5506,1228,1449,1449,2829,0,3,15,1,0,0,0,0,0
12025,"Jun 14, 2022 21:36:56.412892000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1336,16,165,165,241,901,5,2,1,0,0,0,0,0
12026,"Jun 14, 2022 21:36:56.412907000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5507,1228,1449,1449,2830,0,3,15,1,0,0,0,0,0
12027,"Jun 14, 2022 21:36:56.612893000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1337,16,165,165,242,901,5,2,1,0,0,0,0,0
12028,"Jun 14, 2022 21:36:56.612908000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5508,1228,1449,1449,2831,0,3,15,1,0,0,0,0,0
12029,"Jun 14, 2022 21:36:56.812908000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1338,16,165,165,243,901,5,2,1,0,0,0,0,0
12030,"Jun 14, 2022 21:36:56.812923000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5509,1228,1449,1449,2832,0,3,15,1,0,0,0,0,0
12031,"Jun 14, 2022 21:36:57.012891000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1339,16,165,165,244,901,5,2,1,0,0,0,0,0
12032,"Jun 14, 2022 21:36:57.012906000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5510,1228,1449,1449,2833,0,3,15,1,0,0,0,0,0
12033,"Jun 14, 2022 21:36:57.022088000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,ARP,0,0,0x0806,0,42,5511,1229,1449,1449,2833,0,3,15,0,0,0,0,1,0
12034,"Jun 14, 2022 21:36:57.022286000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,ARP,0,0,0x0806,0,42,1340,17,165,165,244,901,5,2,0,0,0,0,1,0
12035,"Jun 14, 2022 21:36:57.212892000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1341,17,165,165,245,901,5,2,1,0,0,0,0,0
12036,"Jun 14, 2022 21:36:57.212907000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5512,1229,1449,1449,2834,0,3,15,1,0,0,0,0,0
12037,"Jun 14, 2022 21:36:57.412892000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1342,17,165,165,246,901,5,2,1,0,0,0,0,0
12038,"Jun 14, 2022 21:36:57.412906000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5513,1229,1449,1449,2835,0,3,15,1,0,0,0,0,0
12039,"Jun 14, 2022 21:36:57.612895000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1343,17,165,165,247,901,5,2,1,0,0,0,0,0
12040,"Jun 14, 2022 21:36:57.612910000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5514,1229,1449,1449,2836,0,3,15,1,0,0,0,0,0
12041,"Jun 14, 2022 21:36:57.812891000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1344,17,165,165,248,901,5,2,1,0,0,0,0,0
12042,"Jun 14, 2022 21:36:57.812906000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5515,1229,1449,1449,2837,0,3,15,1,0,0,0,0,0
12043,"Jun 14, 2022 21:36:58.012890000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1345,17,165,165,249,901,5,2,1,0,0,0,0,0
12044,"Jun 14, 2022 21:36:58.012904000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5516,1229,1449,1449,2838,0,3,15,1,0,0,0,0,0
12045,"Jun 14, 2022 21:36:58.212894000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1346,17,165,165,250,901,5,2,1,0,0,0,0,0
12046,"Jun 14, 2022 21:36:58.212909000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5517,1229,1449,1449,2839,0,3,15,1,0,0,0,0,0
12047,"Jun 14, 2022 21:36:58.412950000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1347,17,165,165,251,901,5,2,1,0,0,0,0,0
12048,"Jun 14, 2022 21:36:58.412964000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5518,1229,1449,1449,2840,0,3,15,1,0,0,0,0,0
12049,"Jun 14, 2022 21:36:58.612986000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1348,17,165,165,252,901,5,2,1,0,0,0,0,0
12050,"Jun 14, 2022 21:36:58.613020000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5519,1229,1449,1449,2841,0,3,15,1,0,0,0,0,0
12051,"Jun 14, 2022 21:36:58.812959000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1349,17,165,165,253,901,5,2,1,0,0,0,0,0
12052,"Jun 14, 2022 21:36:58.812974000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5520,1229,1449,1449,2842,0,3,15,1,0,0,0,0,0
12053,"Jun 14, 2022 21:36:59.012959000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1350,17,165,165,254,901,5,2,1,0,0,0,0,0
12054,"Jun 14, 2022 21:36:59.012974000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5521,1229,1449,1449,2843,0,3,15,1,0,0,0,0,0
12055,"Jun 14, 2022 21:36:59.212966000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1351,17,165,165,255,901,5,2,1,0,0,0,0,0
12056,"Jun 14, 2022 21:36:59.212986000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5522,1229,1449,1449,2844,0,3,15,1,0,0,0,0,0
12057,"Jun 14, 2022 21:36:59.412963000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1352,17,165,165,256,901,5,2,1,0,0,0,0,0
12058,"Jun 14, 2022 21:36:59.412977000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5523,1229,1449,1449,2845,0,3,15,1,0,0,0,0,0
12059,"Jun 14, 2022 21:36:59.613028000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1353,17,165,165,257,901,5,2,1,0,0,0,0,0
12060,"Jun 14, 2022 21:36:59.613055000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5524,1229,1449,1449,2846,0,3,15,1,0,0,0,0,0
12061,"Jun 14, 2022 21:36:59.812972000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1354,17,165,165,258,901,5,2,1,0,0,0,0,0
12062,"Jun 14, 2022 21:36:59.812987000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5525,1229,1449,1449,2847,0,3,15,1,0,0,0,0,0
12063,"Jun 14, 2022 21:37:00.012975000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1355,17,165,165,259,901,5,2,1,0,0,0,0,0
12064,"Jun 14, 2022 21:37:00.012990000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5526,1229,1449,1449,2848,0,3,15,1,0,0,0,0,0
12065,"Jun 14, 2022 21:37:00.212972000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1356,17,165,165,260,901,5,2,1,0,0,0,0,0
12066,"Jun 14, 2022 21:37:00.212988000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5527,1229,1449,1449,2849,0,3,15,1,0,0,0,0,0
12067,"Jun 14, 2022 21:37:00.412973000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1357,17,165,165,261,901,5,2,1,0,0,0,0,0
12068,"Jun 14, 2022 21:37:00.412988000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5528,1229,1449,1449,2850,0,3,15,1,0,0,0,0,0
12069,"Jun 14, 2022 21:37:00.612978000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1358,17,165,165,262,901,5,2,1,0,0,0,0,0
12070,"Jun 14, 2022 21:37:00.613001000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5529,1229,1449,1449,2851,0,3,15,1,0,0,0,0,0
12071,"Jun 14, 2022 21:37:00.812972000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1359,17,165,165,263,901,5,2,1,0,0,0,0,0
12072,"Jun 14, 2022 21:37:00.812987000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5530,1229,1449,1449,2852,0,3,15,1,0,0,0,0,0
12073,"Jun 14, 2022 21:37:01.012971000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1360,17,165,165,264,901,5,2,1,0,0,0,0,0
12074,"Jun 14, 2022 21:37:01.012985000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5531,1229,1449,1449,2853,0,3,15,1,0,0,0,0,0
12075,"Jun 14, 2022 21:37:01.212969000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1361,17,165,165,265,901,5,2,1,0,0,0,0,0
12076,"Jun 14, 2022 21:37:01.212981000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5532,1229,1449,1449,2854,0,3,15,1,0,0,0,0,0
12077,"Jun 14, 2022 21:37:01.412975000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1362,17,165,165,266,901,5,2,1,0,0,0,0,0
12078,"Jun 14, 2022 21:37:01.412990000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5533,1229,1449,1449,2855,0,3,15,1,0,0,0,0,0
12079,"Jun 14, 2022 21:37:01.613081000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1363,17,165,165,267,901,5,2,1,0,0,0,0,0
12080,"Jun 14, 2022 21:37:01.613111000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5534,1229,1449,1449,2856,0,3,15,1,0,0,0,0,0
12081,"Jun 14, 2022 21:37:01.813050000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1364,17,165,165,268,901,5,2,1,0,0,0,0,0
12082,"Jun 14, 2022 21:37:01.813064000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,65535,65535,0x0800,0x0014,54,5535,1229,1449,1449,2857,0,3,15,1,0,0,0,0,0
12083,"Jun 14, 2022 21:37:02.013050000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,65535,65535,0x0800,0x0000,60,1365,17,165,165,269,901,5,2,1,0,0,0,0,0
